,cust_number,buisness_year,doc_id,converted_usd,business_code_enc,name_customer_enc,cust_payment_terms_enc,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_createdate,month_of_createdate,year_of_createdate,day_of_due,month_of_due,year_of_due,clear_date,Aging Bucket
7670,200793568,2020.0,1930707463.0,356.29,66,2652,18,27,3,2020,27,3,2020,11,4,2020,1970-01-02 16:01:38.765625011,0-15
7671,200418007,2020.0,1930815462.0,1641.56,66,99,18,23,4,2020,23,4,2020,8,5,2020,1970-01-04 01:08:28.781250008,0-15
7672,200739534,2020.0,1930698431.0,11495.64,66,2040,18,25,3,2020,25,3,2020,9,4,2020,1970-01-02 07:04:57.039062509,0-15
7673,200769623,2020.0,1930607445.0,16960.85,66,3001,32,7,3,2020,7,3,2020,22,3,2020,1970-01-02 17:04:02.656250022,0-15
7674,200978592,2020.0,1990571432.0,68442.18,66,2163,30,2,4,2020,2,4,2020,7,5,2020,1970-01-07 04:18:07.750000007,0-15
7675,2013,2020.0,1930632970.0,14577.36,66,1534,65,12,3,2020,12,3,2020,12,3,2020,1970-02-11 15:07:02.750000012,31-45
7676,200706844,2020.0,1930635230.0,61951.82,66,3064,18,11,3,2020,11,3,2020,26,3,2020,1970-01-09 04:28:19.437500026,0-15
7677,200793513,2020.0,1930635474.0,127044.98,66,1588,18,11,3,2020,11,3,2020,26,3,2020,1970-01-02 02:06:28.960937526,0-15
7678,200707005,2020.0,1930815027.0,129352.18,66,1509,18,24,4,2020,24,4,2020,9,5,2020,1970-01-01 21:59:16.773437509,0-15
7679,200769623,2020.0,1930694471.0,37273.56,66,3000,32,24,3,2020,24,3,2020,8,4,2020,1970-01-02 17:04:02.656250008,0-15
7680,200794332,2020.0,1930605215.0,3002.55,66,631,20,6,3,2020,6,3,2020,21,3,2020,1969-12-31 20:49:41.123046896,
7681,200744019,2020.0,1930868511.0,10636.86,66,2795,18,7,5,2020,7,5,2020,22,5,2020,1970-01-04 10:43:01.875000022,0-15
7682,200794332,2020.0,1930649481.0,26188.79,66,627,20,16,3,2020,16,3,2020,31,3,2020,1969-12-31 20:49:41.123046906,
7683,200704045,2020.0,1930681879.0,34374.75,66,2260,18,20,3,2020,20,3,2020,4,4,2020,1970-01-01 21:53:34.242187504,0-15
7684,200769623,2020.0,1930777791.0,10077.65,66,3000,32,14,4,2020,14,4,2020,29,4,2020,1970-01-02 17:04:02.656250029,0-15
7685,200508557,2020.0,1930738993.0,484.25,66,2919,18,10,4,2020,10,4,2020,25,4,2020,1970-01-04 21:36:10.531250025,0-15
7686,200778870,2020.0,1930765040.0,1042.7,66,410,18,9,4,2020,9,4,2020,24,4,2020,1970-01-02 21:55:45.078125024,0-15
7687,200761342,2020.0,1930675071.0,387.2,66,2919,18,21,3,2020,21,3,2020,5,4,2020,1970-01-05 07:07:47.343750005,0-15
7688,200769623,2020.0,1930687847.0,79198.13,66,2995,32,24,3,2020,24,3,2020,8,4,2020,1970-01-02 16:26:12.234375008,0-15
7689,102,2020.0,1930661437.0,14151.51,66,1524,30,18,3,2020,18,3,2020,22,4,2020,1970-01-09 10:24:56.062500022,0-15
7690,140105847,2020.0,2960618223.0,15181.494999999997,66,1144,5,2,3,2020,4,3,2020,14,3,2020,1970-01-08 09:11:01.062500014,0-15
7691,200761734,2020.0,1930760717.0,39086.42,66,1197,18,7,4,2020,7,4,2020,22,4,2020,1970-01-01 09:00:12.101562522,0-15
7692,200126819,2020.0,1930847254.0,4679.94,66,1850,18,6,5,2020,6,5,2020,21,5,2020,1970-01-01 21:09:04.531250021,0-15
7693,200769623,2020.0,1930851350.0,2245.96,66,3004,32,3,5,2020,3,5,2020,18,5,2020,1970-01-02 17:04:02.656250018,0-15
7694,200720238,2020.0,1930764312.0,20322.33,66,2919,18,9,4,2020,9,4,2020,24,4,2020,1970-01-05 07:07:47.343750024,0-15
7695,140104409,2020.0,2960627550.0,72327.227,66,1669,5,9,4,2020,17,4,2020,27,4,2020,1970-01-05 21:26:51.156250027,0-15
7696,100036538,2020.0,1930733020.0,6540.48,66,772,18,8,4,2020,8,4,2020,23,4,2020,1969-12-31 18:54:25.228515648,
7697,200769623,2020.0,1930619719.0,6532.6,66,3003,32,7,3,2020,7,3,2020,22,3,2020,1970-01-02 17:04:02.656250022,0-15
7698,200726979,2020.0,1930687409.0,55.21,66,324,18,23,3,2020,23,3,2020,7,4,2020,1970-01-02 03:30:54.984375007,0-15
7699,140104429,2020.0,2960628539.0,4679.57,66,641,5,15,4,2020,17,4,2020,27,4,2020,1970-01-05 13:30:44.781250027,0-15
7700,200820380,2020.0,1930662018.0,11714.78,66,2540,18,18,3,2020,18,3,2020,2,4,2020,1970-01-02 05:34:50.156250002,0-15
7701,200769623,2020.0,1930803253.0,16994.68,66,3003,32,20,4,2020,20,4,2020,5,5,2020,1970-01-02 17:04:02.656250005,0-15
7702,200769623,2020.0,1930855265.0,23159.91,66,3000,32,4,5,2020,4,5,2020,19,5,2020,1970-01-02 17:04:02.656250019,0-15
7703,200759878,2020.0,1930685523.0,5839.33,66,2385,32,23,3,2020,23,3,2020,7,4,2020,1969-12-31 18:16:28.447265632,
7704,100024776,2020.0,1930733278.0,12012.37,66,2092,30,7,4,2020,7,4,2020,12,5,2020,1970-01-02 12:12:06.093750012,0-15
7705,200794332,2020.0,1930774618.0,8793.09,66,634,20,13,4,2020,13,4,2020,28,4,2020,1969-12-31 20:49:41.123046903,
7706,200729290,2020.0,1930897085.0,2681.07,66,1580,18,13,5,2020,13,5,2020,28,5,2020,1970-01-02 03:17:56.250000028,0-15
7707,200769623,2020.0,1930558780.0,67122.17,66,3005,32,27,2,2020,27,2,2020,13,3,2020,1969-12-31 13:32:39.082031263,
7708,140104429,2020.0,2960617699.0,1540.966,66,640,5,4,3,2020,6,3,2020,16,3,2020,1970-01-05 13:30:44.781250016,0-15
7709,200769623,2020.0,1930693487.0,34650.21,66,2996,32,25,3,2020,25,3,2020,9,4,2020,1970-01-02 17:04:02.656250009,0-15
7710,200769623,2020.0,1930737066.0,61.29,66,3002,32,4,4,2020,4,4,2020,19,4,2020,1970-01-02 17:04:02.656250019,0-15
7711,200769623,2020.0,1930863032.0,46150.53,66,3003,32,7,5,2020,7,5,2020,22,5,2020,1970-01-02 16:26:12.234375022,0-15
7712,200126819,2020.0,1930624734.0,17615.52,66,1849,18,9,3,2020,9,3,2020,24,3,2020,1970-01-01 21:09:04.531250024,0-15
7713,200705742,2020.0,1930686957.0,2587.51,66,840,18,23,3,2020,23,3,2020,7,4,2020,1969-12-28 07:05:14.000000007,
7714,100030194,2020.0,2960625494.0,4945.192,66,2919,5,8,4,2020,13,4,2020,23,4,2020,1970-01-15 04:27:43.375000023,0-15
7715,200799342,2020.0,1930855340.0,13894.84,66,1928,18,4,5,2020,4,5,2020,19,5,2020,1970-01-01 17:41:32.726562519,0-15
7716,200794332,2020.0,1930661020.0,32715.47,66,628,20,17,3,2020,17,3,2020,1,4,2020,1969-12-31 20:49:41.123046876,
7717,200769623,2020.0,1930710811.0,471.56,66,3004,32,27,3,2020,27,3,2020,11,4,2020,1970-01-02 17:04:02.656250011,0-15
7718,200772670,2020.0,1930655201.0,127673.99,66,186,46,16,3,2020,16,3,2020,31,3,2020,1970-01-02 04:50:41.148437531,0-15
7719,200792734,2020.0,1930675973.0,146033.91,66,1860,18,20,3,2020,20,3,2020,4,4,2020,1970-01-02 06:15:02.312500004,0-15
7720,200704858,2020.0,1930671907.0,22265.18,66,2974,18,21,3,2020,21,3,2020,5,4,2020,1970-01-04 02:56:14.156250005,0-15
7721,200769623,2020.0,1930624296.0,72936.61,66,3003,32,9,3,2020,9,3,2020,24,3,2020,1970-01-02 16:26:12.234375024,0-15
7722,200762301,2020.0,1930660645.0,155700.17,66,448,24,17,3,2020,17,3,2020,1,4,2020,1969-12-31 22:54:47.122558595,
7723,200793088,2020.0,1930687734.0,15051.11,66,762,18,26,3,2020,26,3,2020,10,4,2020,1969-12-31 05:53:33.699218760,
7724,200769623,2020.0,1930860579.0,2989.62,66,2999,32,6,5,2020,6,5,2020,21,5,2020,1970-01-02 17:04:02.656250021,0-15
7725,200744019,2020.0,1930816153.0,4943.21,66,2792,18,23,4,2020,23,4,2020,8,5,2020,1970-01-04 10:43:01.875000008,0-15
7726,200769623,2020.0,1930693583.0,42118.01,66,2995,32,25,3,2020,25,3,2020,9,4,2020,1970-01-02 17:04:02.656250009,0-15
7727,200704858,2020.0,1930693209.0,19111.38,66,2967,18,25,3,2020,25,3,2020,9,4,2020,1970-01-04 02:56:14.156250009,0-15
7728,200769623,2020.0,1930827069.0,4529.38,66,2995,32,26,4,2020,26,4,2020,11,5,2020,1970-01-02 17:04:02.656250011,0-15
7729,200769623,2020.0,1930785040.0,1518.56,66,2996,32,15,4,2020,15,4,2020,30,4,2020,1970-01-02 17:04:02.656250030,0-15
7730,200769623,2020.0,1930686736.0,5602.09,66,2996,32,23,3,2020,23,3,2020,7,4,2020,1970-01-02 17:04:02.656250007,0-15
7731,200764795,2020.0,1930690237.0,40440.58,66,2723,18,24,3,2020,24,3,2020,8,4,2020,1970-01-02 16:01:38.765625008,0-15
7732,200701314,2020.0,1930603215.0,21340.41,66,1810,18,6,3,2020,6,3,2020,21,3,2020,1970-01-01 21:09:04.531250021,0-15
7733,200769623,2020.0,1930775891.0,444.42,66,3004,32,12,4,2020,12,4,2020,27,4,2020,1970-01-02 17:04:02.656250027,0-15
7734,200739006,2020.0,1930759004.0,24847.78,66,50,18,9,4,2020,9,4,2020,24,4,2020,1970-01-07 07:46:51.812500024,0-15
7735,200776463,2020.0,1930846769.0,86404.54,66,1571,18,1,5,2020,1,5,2020,16,5,2020,1970-01-02 00:44:36.906250016,0-15
7736,200794332,2020.0,1930717778.0,40455.53,66,627,20,2,4,2020,2,4,2020,17,4,2020,1969-12-31 20:49:41.123046892,
7737,200769623,2020.0,1930716596.0,10664.94,66,3004,32,29,3,2020,29,3,2020,13,4,2020,1970-01-02 17:04:02.656250013,0-15
7738,200762301,2020.0,1930748618.0,2156.42,66,451,31,5,4,2020,5,4,2020,9,6,2020,1969-12-31 05:52:28.039062509,
7739,200768357,2020.0,1930571433.0,73671.84,66,2919,18,27,2,2020,27,2,2020,13,3,2020,1970-01-05 04:08:36.375000013,0-15
7740,200769623,2020.0,1930719066.0,388.29,66,3003,32,30,3,2020,30,3,2020,14,4,2020,1970-01-02 17:04:02.656250014,0-15
7741,200769623,2020.0,1930802011.0,3270.04,66,2997,32,19,4,2020,19,4,2020,4,5,2020,1970-01-02 17:04:02.656250004,0-15
7742,200726979,2020.0,1930659598.0,235.39,66,331,18,17,3,2020,17,3,2020,1,4,2020,1970-01-02 02:45:24.757812501,0-15
7743,200747369,2020.0,1930820172.0,85576.22,66,2437,18,23,4,2020,23,4,2020,8,5,2020,1970-01-01 23:19:03.828125008,0-15
7744,200762301,2020.0,1930760175.0,20445.58,66,443,24,9,4,2020,9,4,2020,24,4,2020,1969-12-31 23:32:37.535156274,
7745,200793568,2020.0,1930735178.0,33117.1,66,2658,18,2,4,2020,2,4,2020,17,4,2020,1970-01-02 16:01:38.765625017,0-15
7746,200761734,2020.0,1930708531.0,14209.44,66,1195,18,27,3,2020,27,3,2020,11,4,2020,1970-01-01 09:00:12.101562511,0-15
7747,200769623,2020.0,1930703792.0,39880.93,66,3004,32,26,3,2020,26,3,2020,10,4,2020,1970-01-02 17:04:02.656250010,0-15
7748,200721222,2020.0,1930854382.0,55955.55,66,1109,18,5,5,2020,5,5,2020,20,5,2020,1970-01-01 06:02:53.156250020,0-15
7749,140104440,2020.0,2960621123.0,58751.636999999995,66,2556,5,15,3,2020,16,3,2020,26,3,2020,1970-01-07 12:45:42.562500026,0-15
7750,200777735,2020.0,1930862367.0,86799.35,66,1974,18,6,5,2020,6,5,2020,21,5,2020,1970-01-01 17:03:42.312500021,0-15
7751,200769623,2020.0,1930714949.0,3853.88,66,2999,32,29,3,2020,29,3,2020,13,4,2020,1970-01-02 17:04:02.656250013,0-15
7752,200230690,2020.0,1930745288.0,44152.32,66,737,34,4,4,2020,1,4,2020,11,4,2020,1969-12-28 08:18:08.218750011,
7753,200769623,2020.0,1930775142.0,11959.04,66,3002,32,11,4,2020,11,4,2020,26,4,2020,1970-01-02 17:04:02.656250026,0-15
7754,200762301,2020.0,1930859346.0,88573.38,66,449,24,4,5,2020,4,5,2020,19,5,2020,1969-12-31 22:54:47.122558613,
7755,200739534,2020.0,1930829279.0,102449.56,66,2041,18,27,4,2020,27,4,2020,12,5,2020,1970-01-02 06:27:06.640625012,0-15
7756,200769623,2020.0,1930659848.0,64.88,66,3005,31,18,3,2020,18,3,2020,22,5,2020,1970-01-03 08:09:50.734375022,0-15
7757,200739534,2020.0,1930637118.0,97612.77,66,2035,18,11,3,2020,11,3,2020,26,3,2020,1970-01-02 06:27:06.640625026,0-15
7758,200772595,2020.0,1930714945.0,118516.6,66,2397,18,30,3,2020,30,3,2020,14,4,2020,1970-01-02 05:59:28.921875014,0-15
7759,200592182,2020.0,1930823321.0,5209.04,66,736,33,24,4,2020,16,4,2020,23,4,2020,1969-12-28 09:40:00.281250023,
7760,200881076,2020.0,1930659841.0,44388.12,66,75,18,16,3,2020,16,3,2020,31,3,2020,1970-01-07 15:09:23.625000031,0-15
7761,100043933,2020.0,1930595887.0,49885.92,66,2787,18,12,3,2020,12,3,2020,27,3,2020,1970-01-02 03:17:02.296875027,0-15
7762,200762301,2020.0,1930782573.0,19307.78,66,444,24,14,4,2020,14,4,2020,29,4,2020,1969-12-31 23:32:37.535156279,
7763,200762301,2020.0,1930796945.0,61003.78,66,449,24,17,4,2020,17,4,2020,2,5,2020,1969-12-31 22:54:47.122558596,
7764,200769623,2020.0,1930724064.0,15346.04,66,3003,32,1,4,2020,1,4,2020,16,4,2020,1970-01-02 15:42:10.593750016,0-15
7765,200762301,2020.0,1930623280.0,61144.75,66,446,24,10,3,2020,10,3,2020,25,3,2020,1969-12-31 22:54:47.122558619,
7766,200769623,2020.0,1930826104.0,28003.36,66,2995,32,25,4,2020,25,4,2020,10,5,2020,1970-01-02 17:04:02.656250010,0-15
7767,200275115,2020.0,1930580924.0,20343.27,66,2476,18,28,2,2020,28,2,2020,14,3,2020,1970-01-01 21:38:45.648437514,0-15
7768,200416837,2020.0,1930599189.0,1100.64,66,719,36,4,3,2020,1,3,2020,24,3,2020,1969-12-28 08:18:08.218750024,
7769,140104440,2020.0,2960624240.0,62375.11,66,2563,5,25,3,2020,25,3,2020,4,4,2020,1970-01-07 12:45:42.562500004,0-15
7770,200772670,2020.0,1930587600.0,75765.79,66,186,46,2,3,2020,2,3,2020,17,3,2020,1970-01-02 04:50:41.148437517,0-15
7771,200761734,2020.0,1930880722.0,65694.06,66,1192,18,8,5,2020,8,5,2020,23,5,2020,1970-01-01 08:22:21.687500023,0-15
7772,200769623,2020.0,1930637280.0,17158.02,66,2996,32,13,3,2020,13,3,2020,28,3,2020,1970-01-02 17:04:02.656250028,0-15
7773,200707005,2020.0,1930647313.0,74848.31,66,1510,18,14,3,2020,14,3,2020,29,3,2020,1970-01-01 21:59:16.773437529,0-15
7774,200778870,2020.0,1930685877.0,26083.98,66,415,18,25,3,2020,25,3,2020,9,4,2020,1970-01-02 21:55:45.078125009,0-15
7775,200707005,2020.0,1930819764.0,117088.31,66,1509,18,26,4,2020,26,4,2020,11,5,2020,1970-01-01 21:59:16.773437511,0-15
7776,200036413,2020.0,1930822390.0,9323.46,66,2292,18,29,4,2020,29,4,2020,14,5,2020,1970-01-01 21:53:34.242187514,0-15
7777,200337148,2020.0,1930833801.0,5917.29,66,565,18,28,4,2020,28,4,2020,13,5,2020,1969-12-31 21:32:46.879882825,
7778,200769623,2020.0,1930729573.0,15675.99,66,3001,32,2,4,2020,2,4,2020,17,4,2020,1970-01-02 17:04:02.656250017,0-15
7779,100021540,2020.0,1930880231.0,23430.47,66,1791,9,8,5,2020,8,5,2020,18,5,2020,1970-01-03 14:39:35.765625018,0-15
7780,200769623,2020.0,1930777578.0,35485.35,66,2999,32,11,4,2020,11,4,2020,26,4,2020,1970-01-02 17:04:02.656250026,0-15
7781,200769623,2020.0,1930720133.0,45215.26,66,3002,32,31,3,2020,31,3,2020,15,4,2020,1970-01-02 16:26:12.234375015,0-15
7782,200784454,2020.0,1930630332.0,24090.4,66,2919,18,11,3,2020,11,3,2020,26,3,2020,1970-01-05 04:46:26.781250026,0-15
7783,200726979,2020.0,1930683122.0,17033.43,66,327,18,22,3,2020,22,3,2020,6,4,2020,1970-01-02 02:45:24.757812506,0-15
7784,140105785,2020.0,2960630135.0,4162.326,66,2498,5,21,4,2020,30,4,2020,10,5,2020,1970-01-09 14:21:58.375000010,0-15
7785,200148860,2020.0,1930685481.0,17164.94,66,813,18,23,3,2020,23,3,2020,7,4,2020,1969-12-29 11:13:46.281250007,
7786,200230690,2020.0,1930806330.0,4520.01,66,731,36,21,4,2020,16,4,2020,9,5,2020,1969-12-28 09:40:00.281250009,
7787,200230690,2020.0,1930665683.0,1431.62,66,739,36,18,3,2020,16,3,2020,8,4,2020,1969-12-28 09:40:00.281250008,
7788,200418007,2020.0,1930741778.0,15443.56,66,96,18,8,4,2020,8,4,2020,23,4,2020,1970-01-06 17:35:12.125000023,0-15
7789,200769623,2020.0,1930720511.0,36711.41,66,3005,32,1,4,2020,1,4,2020,16,4,2020,1970-01-02 15:42:10.593750016,0-15
7790,200706844,2020.0,1930870727.0,28020.38,66,3066,18,7,5,2020,7,5,2020,22,5,2020,1970-01-09 05:06:09.875000022,0-15
7791,200769623,2020.0,1930687629.0,29613.28,66,3004,32,24,3,2020,24,3,2020,8,4,2020,1970-01-02 17:04:02.656250008,0-15
7792,200759878,2020.0,1930611472.0,29174.72,66,2387,32,5,3,2020,5,3,2020,20,3,2020,1969-12-31 18:16:28.447265645,
7793,140142846,2020.0,1930584826.0,4590.37,66,1943,25,4,3,2020,4,3,2020,3,5,2020,1970-01-01 14:51:18.117187503,0-15
7794,200353024,2020.0,1930811814.0,109.66,66,733,36,22,4,2020,16,4,2020,9,5,2020,1969-12-28 09:40:00.281250009,
7795,140104249,2020.0,2960624358.0,73028.543,66,2568,5,27,3,2020,4,4,2020,14,4,2020,1970-01-06 14:42:58.125000014,0-15
7796,200726979,2020.0,1930710565.0,380.77,66,324,18,27,3,2020,27,3,2020,11,4,2020,1970-01-02 02:45:24.757812511,0-15
7797,200772595,2020.0,1930716546.0,30354.12,66,2404,18,30,3,2020,30,3,2020,14,4,2020,1970-01-02 06:37:19.320312514,0-15
7798,200744019,2020.0,1930764132.0,1715.52,66,2790,18,9,4,2020,9,4,2020,24,4,2020,1970-01-02 18:22:59.296875024,0-15
7799,200769623,2020.0,1930577948.0,1322.22,66,2995,32,28,2,2020,28,2,2020,14,3,2020,1970-01-02 17:04:02.656250014,0-15
7800,200769623,2020.0,1930683013.0,5625.41,66,3004,32,21,3,2020,21,3,2020,5,4,2020,1970-01-02 17:04:02.656250005,0-15
7801,200769623,2020.0,1930719993.0,566.07,66,2998,32,1,4,2020,1,4,2020,16,4,2020,1970-01-02 15:42:10.593750016,0-15
7802,200782772,2020.0,1930688075.0,20026.85,66,159,18,24,3,2020,24,3,2020,8,4,2020,1970-01-02 13:45:26.187500008,0-15
7803,200769623,2020.0,1930798024.0,33712.18,66,3004,32,17,4,2020,17,4,2020,2,5,2020,1970-01-02 17:04:02.656250002,0-15
7804,200742521,2020.0,1930819144.0,23122.92,66,1092,18,23,4,2020,23,4,2020,8,5,2020,1970-01-01 11:21:32.664062508,0-15
7805,200759878,2020.0,1930723751.0,14311.59,66,2386,32,1,4,2020,1,4,2020,16,4,2020,1969-12-31 16:54:36.388671891,
7806,200769623,2020.0,1930856734.0,894.31,66,3000,32,6,5,2020,6,5,2020,21,5,2020,1970-01-02 17:04:02.656250021,0-15
7807,200744019,2020.0,1930751193.0,64002.07,66,2789,18,5,4,2020,5,4,2020,20,4,2020,1970-01-02 17:45:08.875000020,0-15
7808,200726979,2020.0,1930585537.0,63.33,66,330,18,2,3,2020,2,3,2020,17,3,2020,1970-01-02 02:45:24.757812517,0-15
7809,200881076,2020.0,1930685433.0,158952.87,66,71,18,22,3,2020,22,3,2020,6,4,2020,1970-01-07 14:31:33.250000006,0-15
7810,200769623,2020.0,1930773760.0,5776.34,66,2995,32,11,4,2020,11,4,2020,26,4,2020,1970-01-02 17:04:02.656250026,0-15
7811,200704045,2020.0,1930675659.0,39412.4,66,2258,18,20,3,2020,20,3,2020,4,4,2020,1970-01-01 21:53:34.242187504,0-15
7812,200769623,2020.0,1930583224.0,40490.58,66,2998,32,29,2,2020,29,2,2020,15,3,2020,1970-01-02 17:04:02.656250015,0-15
7813,200722444,2020.0,1930582657.0,35122.73,66,2118,18,2,3,2020,2,3,2020,17,3,2020,1970-01-02 08:10:59.312500017,0-15
7814,200743129,2020.0,1930642218.0,3381.53,66,375,31,11,3,2020,11,3,2020,15,5,2020,1970-01-01 06:24:17.929687515,0-15
7815,200769623,2020.0,1930647861.0,14718.0,66,2997,32,13,3,2020,13,3,2020,28,3,2020,1970-01-02 17:04:02.656250028,0-15
7816,200794332,2020.0,1930624013.0,39220.56,66,630,20,9,3,2020,9,3,2020,24,3,2020,1969-12-31 20:49:41.123046899,
7817,200739534,2020.0,1930752578.0,97013.38,66,2042,18,5,4,2020,5,4,2020,20,4,2020,1970-01-02 06:27:06.640625020,0-15
7818,140104423,2020.0,2960628274.0,30410.583,66,1893,5,15,4,2020,17,4,2020,27,4,2020,1970-01-06 02:24:29.250000027,0-15
7819,200726979,2020.0,1930752329.0,234.09,66,324,18,6,4,2020,6,4,2020,21,4,2020,1970-01-02 02:45:24.757812521,0-15
7820,200769623,2020.0,1930694491.0,9802.64,66,2998,32,25,3,2020,25,3,2020,9,4,2020,1970-01-02 17:04:02.656250009,0-15
7821,100031704,2020.0,1930635502.0,15438.08,66,746,18,10,3,2020,10,3,2020,25,3,2020,1970-01-01 04:17:20.480468775,0-15
7822,200769623,2020.0,1930686474.0,44279.12,66,2999,32,23,3,2020,23,3,2020,7,4,2020,1970-01-02 17:04:02.656250007,0-15
7823,200794332,2020.0,1930726006.0,104782.11,66,633,20,1,4,2020,1,4,2020,16,4,2020,1969-12-31 18:49:58.648437516,
7824,200769623,2020.0,1930581939.0,33747.06,66,2998,32,28,2,2020,28,2,2020,14,3,2020,1970-01-02 17:04:02.656250014,0-15
7825,200722444,2020.0,1930637020.0,48373.44,66,2120,11,11,3,2020,11,3,2020,12,4,2020,1970-01-02 07:33:08.914062512,0-15
7826,200353024,2020.0,1930762322.0,6453.67,66,737,36,8,4,2020,1,4,2020,24,4,2020,1969-12-28 08:18:08.218750024,
7827,200793513,2020.0,1930653419.0,90461.02,66,1580,18,15,3,2020,15,3,2020,30,3,2020,1970-01-02 02:06:28.960937530,0-15
7828,100011958,2020.0,1991840633.0,36727.1,66,2919,56,27,3,2020,27,3,2020,11,5,2020,1970-01-10 02:47:19.750000011,0-15
7829,200769623,2020.0,1930655128.0,45651.17,66,3003,32,16,3,2020,16,3,2020,31,3,2020,1970-01-02 16:26:12.234375031,0-15
7830,200881076,2020.0,1930757478.0,104427.32,66,77,18,6,4,2020,6,4,2020,21,4,2020,1970-01-07 14:31:33.250000021,0-15
7831,200331749,2020.0,1930670620.0,13438.05,66,2707,26,18,3,2020,18,3,2020,7,4,2020,1970-01-02 02:55:08.664062507,0-15
7832,200769623,2020.0,1930738731.0,45200.11,66,2996,32,4,4,2020,4,4,2020,19,4,2020,1970-01-02 16:26:12.234375019,0-15
7833,200769623,2020.0,1930832083.0,21622.15,66,3000,32,28,4,2020,28,4,2020,13,5,2020,1970-01-02 17:04:02.656250013,0-15
7834,200705742,2020.0,1930646940.0,2215.11,66,840,18,13,3,2020,13,3,2020,28,3,2020,1969-12-28 07:05:14.000000028,
7835,200744019,2020.0,1930670167.0,80245.29,66,2792,18,18,3,2020,18,3,2020,2,4,2020,1970-01-04 10:05:11.468750002,0-15
7836,100021540,2020.0,1930809350.0,15282.35,66,1794,9,21,4,2020,21,4,2020,1,5,2020,1970-01-03 14:39:35.765625001,0-15
7837,140104340,2020.0,2960619311.0,381.92699999999996,66,583,5,7,3,2020,9,3,2020,19,3,2020,1970-01-05 11:35:05.218750019,0-15
7838,200778870,2020.0,1930763230.0,7328.81,66,420,18,8,4,2020,8,4,2020,23,4,2020,1970-01-02 17:10:10.906250023,0-15
7839,200744019,2020.0,1930703256.0,3952.74,66,2796,18,26,3,2020,26,3,2020,10,4,2020,1970-01-04 10:43:01.875000010,0-15
7840,200755701,2020.0,1930862754.0,8483.93,66,171,18,7,5,2020,7,5,2020,22,5,2020,1970-01-02 14:19:03.062500022,0-15
7841,200769623,2020.0,1930751953.0,1951.46,66,2995,32,5,4,2020,5,4,2020,20,4,2020,1970-01-02 17:04:02.656250020,0-15
7842,140104409,2020.0,2960624664.0,96529.88799999999,66,1674,5,28,3,2020,1,4,2020,11,4,2020,1970-01-06 01:42:31.093750011,0-15
7843,200772670,2020.0,1930827418.0,98514.68,66,183,46,25,4,2020,25,4,2020,10,5,2020,1970-01-02 04:50:41.148437510,0-15
7844,200739534,2020.0,1930646553.0,86954.49,66,2043,18,13,3,2020,13,3,2020,28,3,2020,1970-01-02 06:27:06.640625028,0-15
7845,200397526,2020.0,1930678756.0,19898.78,66,2919,18,24,3,2020,24,3,2020,8,4,2020,1970-01-04 21:36:10.531250008,0-15
7846,200707822,2020.0,1930870885.0,64841.11,66,2226,18,6,5,2020,6,5,2020,21,5,2020,1970-01-02 02:52:19.835937521,0-15
7847,200769623,2020.0,1930738046.0,27121.17,66,2995,32,3,4,2020,3,4,2020,18,4,2020,1970-01-02 17:04:02.656250018,0-15
7848,200759878,2020.0,1930855155.0,22026.18,66,2391,32,3,5,2020,3,5,2020,18,5,2020,1969-12-31 18:16:28.447265643,
7849,200769623,2020.0,1930778043.0,8292.41,66,2997,32,12,4,2020,12,4,2020,27,4,2020,1970-01-02 17:04:02.656250027,0-15
7850,200769623,2020.0,1930849053.0,4699.59,66,3004,32,2,5,2020,2,5,2020,17,5,2020,1970-01-02 17:04:02.656250017,0-15
7851,200418007,2020.0,1930803016.0,2715.12,66,91,18,23,4,2020,23,4,2020,8,5,2020,1970-01-06 17:35:12.125000008,0-15
7852,100052167,2020.0,1991840803.0,18871.4,66,2919,53,10,3,2020,10,3,2020,10,3,2020,1970-01-10 00:18:33.500000010,0-15
7853,140105686,2020.0,2960618368.0,105.714,66,2717,5,5,3,2020,12,3,2020,22,3,2020,1970-01-10 01:34:35.312500022,0-15
7854,200769623,2020.0,1930867211.0,14556.9,66,3004,32,8,5,2020,8,5,2020,23,5,2020,1970-01-02 17:04:02.656250023,0-15
7855,100031704,2020.0,1930827338.0,76398.36,66,748,18,25,4,2020,25,4,2020,10,5,2020,1970-01-01 03:05:14.264648448,0-15
7856,200149567,2020.0,1930577329.0,1996.8,66,2306,23,3,3,2020,3,3,2020,17,4,2020,1970-01-01 15:57:20.390625017,0-15
7857,200759082,2020.0,1930587009.0,53561.48,66,1343,18,2,3,2020,2,3,2020,17,3,2020,1970-01-02 02:40:05.851562517,0-15
7858,200622385,2020.0,1930835666.0,59070.41,66,2911,18,29,4,2020,29,4,2020,14,5,2020,1970-01-03 22:44:43.046875014,0-15
7859,200704858,2020.0,1930729685.0,11504.91,66,2971,18,2,4,2020,2,4,2020,17,4,2020,1970-01-04 02:56:14.156250017,0-15
7860,200762301,2020.0,1930750261.0,4107.01,66,442,24,5,4,2020,5,4,2020,20,4,2020,1969-12-31 23:32:37.535156270,
7861,200700919,2020.0,1930782514.0,11809.16,66,2903,18,13,4,2020,13,4,2020,28,4,2020,1970-01-03 23:22:33.468750028,0-15
